Customer ID,Customer ID,Age,Age Groups,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
588,589,47,Gen X,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,9,Debit Card,Quarterly
589,590,28,Millenials,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40,PayPal,Annually
590,591,64,Baby Boomer,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,Venmo,Fortnightly
591,592,47,Gen X,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly
592,593,60,Baby Boomer,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months
593,594,67,Baby Boomer,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months
594,595,35,Millenials,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly
595,596,30,Millenials,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly
596,597,23,Gen Z,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36,Venmo,Annually
597,598,70,Baby Boomer,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19,Bank Transfer,Fortnightly
598,599,21,Gen Z,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
599,600,51,Gen X,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months
600,601,22,Gen Z,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,25,Venmo,Monthly
601,602,32,Millenials,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly
602,603,37,Millenials,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months
603,604,31,Millenials,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months
604,605,44,Gen X,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
605,606,40,Millenials,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly
606,607,27,Millenials,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly
607,608,47,Gen X,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly
608,609,41,Millenials,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
609,610,51,Gen X,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly
610,611,53,Gen X,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months
611,612,43,Gen X,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly
612,613,67,Baby Boomer,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly
613,614,61,Baby Boomer,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly
614,615,68,Baby Boomer,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly
615,616,67,Baby Boomer,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,Venmo,Annually
616,617,29,Millenials,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
617,618,50,Gen X,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly
618,619,61,Baby Boomer,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
619,620,19,Gen Z,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months
620,621,33,Millenials,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months
621,622,51,Gen X,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly
622,623,69,Baby Boomer,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly
623,624,19,Gen Z,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly
624,625,55,Gen X,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually
625,626,49,Gen X,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly
626,627,31,Millenials,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually
627,628,42,Millenials,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly
628,629,69,Baby Boomer,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly
629,630,26,Gen Z,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually
630,631,41,Millenials,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually
631,632,55,Gen X,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
632,633,35,Millenials,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly
633,634,66,Baby Boomer,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly
634,635,36,Millenials,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly
635,636,27,Millenials,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly
636,637,41,Millenials,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
637,638,21,Gen Z,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
638,639,53,Gen X,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly
639,640,54,Gen X,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
640,641,53,Gen X,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
641,642,47,Gen X,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
642,643,64,Baby Boomer,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
643,644,18,Gen Z,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
644,645,68,Baby Boomer,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly
645,646,62,Baby Boomer,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly
646,647,51,Gen X,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly
647,648,54,Gen X,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly
648,649,22,Gen Z,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly
649,650,53,Gen X,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
650,651,34,Millenials,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
651,652,32,Millenials,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
652,653,64,Baby Boomer,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly
653,654,20,Gen Z,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
654,655,24,Gen Z,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually
655,656,20,Gen Z,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly
656,657,42,Millenials,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
657,658,48,Gen X,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly
658,659,62,Baby Boomer,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly
659,660,62,Baby Boomer,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly
660,661,50,Gen X,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
661,662,57,Gen X,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
662,663,24,Gen Z,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly
663,664,59,Gen X,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly
664,665,63,Baby Boomer,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly
665,666,41,Millenials,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
666,667,35,Millenials,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
667,668,34,Millenials,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
668,669,49,Gen X,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly
669,670,43,Gen X,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
670,671,63,Baby Boomer,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
671,672,38,Millenials,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly
672,673,59,Gen X,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
673,674,35,Millenials,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
674,675,48,Gen X,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
675,676,64,Baby Boomer,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
676,677,28,Millenials,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
677,678,60,Baby Boomer,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually
678,679,27,Millenials,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
679,680,56,Gen X,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly
680,681,58,Gen X,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually
681,682,30,Millenials,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
682,683,23,Gen Z,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
683,684,33,Millenials,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
684,685,63,Baby Boomer,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly
685,686,70,Baby Boomer,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly
686,687,70,Baby Boomer,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
687,688,19,Gen Z,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
688,689,25,Gen Z,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly
689,690,19,Gen Z,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months
690,691,25,Gen Z,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly
691,692,60,Baby Boomer,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly
692,693,35,Millenials,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
693,694,46,Gen X,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
694,695,41,Millenials,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
695,696,30,Millenials,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
696,697,44,Gen X,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly
697,698,61,Baby Boomer,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
698,699,55,Gen X,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
699,700,50,Gen X,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
700,701,57,Gen X,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly
701,702,51,Gen X,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
702,703,18,Gen Z,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly
703,704,63,Baby Boomer,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21,Venmo,Weekly
704,705,34,Millenials,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually
705,706,25,Gen Z,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly
706,707,46,Gen X,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly
707,708,59,Gen X,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
708,709,37,Millenials,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly
709,710,49,Gen X,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
710,711,22,Gen Z,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly
711,712,64,Baby Boomer,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
712,713,42,Millenials,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
713,714,37,Millenials,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
714,715,26,Gen Z,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
715,716,33,Millenials,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
716,717,30,Millenials,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly
717,718,21,Gen Z,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months
718,719,22,Gen Z,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually
719,720,63,Baby Boomer,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
720,721,33,Millenials,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly
721,722,43,Gen X,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
722,723,27,Millenials,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
723,724,35,Millenials,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly
724,725,37,Millenials,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
725,726,61,Baby Boomer,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly
726,727,32,Millenials,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
727,728,62,Baby Boomer,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
728,729,29,Millenials,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
729,730,41,Millenials,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months
730,731,48,Gen X,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly
731,732,43,Gen X,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
732,733,34,Millenials,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
733,734,45,Gen X,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
734,735,65,Baby Boomer,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
735,736,61,Baby Boomer,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
736,737,18,Gen Z,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
737,738,47,Gen X,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually
738,739,56,Gen X,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
739,740,64,Baby Boomer,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
740,741,26,Gen Z,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
741,742,22,Gen Z,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
742,743,64,Baby Boomer,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
743,744,21,Gen Z,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly
744,745,67,Baby Boomer,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
745,746,46,Gen X,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly
746,747,40,Millenials,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually
747,748,51,Gen X,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
748,749,35,Millenials,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
749,750,56,Gen X,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly
750,751,25,Gen Z,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually
751,752,65,Baby Boomer,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly
752,753,39,Millenials,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
753,754,47,Gen X,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly
754,755,36,Millenials,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
755,756,66,Baby Boomer,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly
756,757,62,Baby Boomer,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly
757,758,41,Millenials,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
758,759,66,Baby Boomer,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
759,760,51,Gen X,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
760,761,33,Millenials,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually
761,762,57,Gen X,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly
762,763,45,Gen X,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly
